,Motif,Number of appearances in network,Edges indices,Location of appearances in network
0,"{0: [1, 2], 'Matched': True}",14,"{133, 136, 9, 11, 15, 16, 17, 20, 23, 24, 25, 154, 153, 158, 159, 41, 42, 43, 174, 175, 81, 82, 98, 99}","[[[13, 15], [13, 18]], [[13, 15], [13, 16]], [[13, 18], [13, 16]], [[72, 77], [72, 78]], [[6, 42], [6, 28]], [[39, 41], [39, 40]], [[5, 9], [5, 42]], [[8, 16], [8, 18]], [[8, 16], [8, 14]], [[7, 44], [7, 8]], [[58, 66], [58, 60]], [[64, 82], [64, 86]], [[63, 82], [63, 68]], [[26, 30], [26, 31]]]"
1,"{0: [1], 1: [2], 'Matched': True}",14,"{129, 133, 17, 149, 23, 24, 25, 153, 159, 41, 169, 178, 52, 187, 191, 200, 77, 98, 99, 109, 115, 116}","[[[73, 75], [75, 76]], [[13, 15], [15, 36]], [[53, 93], [52, 53]], [[62, 68], [68, 69]], [[39, 41], [24, 39]], [[24, 39], [39, 40]], [[52, 53], [50, 52]], [[8, 16], [7, 8]], [[8, 18], [7, 8]], [[58, 60], [57, 58]], [[8, 14], [7, 8]], [[75, 76], [76, 81]], [[64, 86], [86, 87]], [[63, 68], [68, 69]]]"
2,"{0: [1], 2: [1], 'Matched': True}",10,"{11, 16, 149, 24, 153, 25, 154, 158, 42, 43, 47, 52, 61, 63, 81, 84, 92, 113, 121}","[[[19, 43], [20, 43]], [[13, 18], [8, 18]], [[13, 18], [14, 18]], [[6, 42], [5, 42]], [[62, 68], [63, 68]], [[8, 16], [13, 16]], [[55, 59], [51, 59]], [[15, 36], [33, 36]], [[64, 82], [63, 82]], [[27, 30], [26, 30]]]"
4,"{0: [1, 2], 1: [2], 'Matched': True}",2,"{129, 130, 136, 47, 23, 25}","[[[8, 18], [8, 14], [14, 18]], [[58, 66], [57, 58], [57, 66]]]"
