,Motif,Number of appearances in network,Edges indices,Location of appearances in network
0,"{0: [1, 2], 'Matched': True}",12,"{21, 151, 152, 27, 30, 31, 32, 33, 47, 48, 182, 183, 196, 197, 69, 68, 108, 111, 121, 123}","[[[10, 12], [10, 17]], [[10, 12], [10, 14]], [[80, 82], [80, 83]], [[10, 17], [10, 13]], [[10, 17], [10, 14]], [[63, 66], [63, 65]], [[8, 28], [8, 10]], [[55, 59], [55, 92]], [[14, 32], [14, 18]], [[50, 51], [50, 67]], [[73, 89], [73, 81]], [[23, 25], [23, 24]]]"
1,"{0: [1], 1: [2], 'Matched': True}",17,"{131, 6, 9, 146, 21, 149, 28, 30, 31, 32, 33, 37, 40, 47, 48, 183, 190, 194, 196, 197, 203, 84, 87}","[[[62, 68], [61, 62]], [[10, 12], [8, 10]], [[80, 82], [76, 80]], [[9, 17], [5, 9]], [[78, 79], [57, 78]], [[10, 17], [8, 10]], [[10, 13], [8, 10]], [[10, 14], [14, 32]], [[10, 14], [8, 10]], [[10, 14], [14, 18]], [[14, 32], [13, 14]], [[27, 30], [30, 31]], [[89, 91], [73, 89]], [[13, 14], [12, 13]], [[13, 14], [14, 18]], [[5, 9], [4, 5]], [[76, 80], [80, 83]]]"
2,"{0: [1], 2: [1], 'Matched': True}",9,"{33, 36, 102, 106, 14, 47, 48, 145, 188, 19, 51, 149, 182, 27, 28}","[[[62, 68], [60, 68]], [[75, 81], [73, 81]], [[9, 17], [10, 17]], [[9, 17], [6, 17]], [[10, 17], [6, 17]], [[40, 46], [45, 46]], [[8, 28], [7, 28]], [[14, 32], [15, 32]], [[11, 18], [14, 18]]]"
4,"{0: [1, 2], 1: [2], 'Matched': True}",2,"{32, 37, 40, 30, 31}","[[[10, 12], [10, 13], [12, 13]], [[10, 13], [10, 14], [13, 14]]]"
