,Motif,Number of appearances in network,Edges indices,Location of appearances in network
0,"{1: [0], 2: [1]}",46,"[(69, 57), (18, 43), (5, 54), (8, 0), (8, 12), (40, 55), (41, 55), (39, 55), (28, 40), (9, 40), (40, 1), (41, 26), (25, 41), (24, 41), (41, 9), (41, 1), (9, 68), (39, 9), (39, 3), (39, 1), (1, 31), (2, 31), (47, 2), (46, 2), (56, 47), (56, 46), (47, 22), (42, 47), (47, 53), (42, 18), (42, 46), (6, 46), (46, 53), (5, 53), (26, 58), (52, 12), (14, 72), (72, 62), (16, 72), (72, 15), (16, 67), (27, 67), (50, 62), (50, 17), (33, 36), (71, 62)]","[[[56, 19], [1, 56]], [[26, 27], [1, 26]], [[10, 9], [1, 10]], [[2, 15], [1, 2]], [[2, 15], [15, 18]], [[39, 3], [3, 45]], [[34, 3], [3, 45]], [[7, 3], [3, 45]], [[35, 39], [39, 3]], [[3, 16], [39, 3]], [[39, 3], [3, 4]], [[34, 3], [36, 34]], [[35, 34], [34, 3]], [[11, 34], [34, 3]], [[34, 3], [3, 16]], [[34, 3], [3, 4]], [[3, 16], [16, 19]], [[7, 3], [3, 16]], [[7, 3], [6, 7]], [[7, 3], [3, 4]], [[3, 4], [4, 42]], [[5, 4], [4, 42]], [[31, 5], [5, 4]], [[12, 5], [5, 4]], [[5, 45], [31, 5]], [[5, 45], [12, 5]], [[31, 5], [11, 31]], [[5, 26], [31, 5]], [[31, 5], [5, 10]], [[5, 26], [26, 27]], [[5, 26], [12, 5]], [[11, 12], [12, 5]], [[12, 5], [5, 10]], [[10, 9], [5, 10]], [[36, 34], [6, 36]], [[18, 55], [15, 18]], [[20, 21], [21, 61]], [[21, 61], [61, 54]], [[23, 21], [21, 61]], [[21, 61], [22, 21]], [[23, 21], [38, 23]], [[37, 38], [38, 23]], [[54, 24], [61, 54]], [[54, 24], [24, 25]], [[33, 44], [44, 46]], [[65, 61], [61, 54]]]"
1,"{2: [0, 1]}",24,"[(43, 57), (54, 57), (57, 0), (43, 54), (43, 0), (54, 0), (9, 55), (1, 55), (9, 1), (56, 2), (42, 2), (53, 2), (42, 56), (56, 53), (42, 53), (58, 66), (66, 3), (58, 3), (24, 22), (24, 6), (6, 22), (25, 64), (25, 28), (64, 28)]","[[[1, 26], [1, 56]], [[1, 10], [1, 56]], [[1, 56], [1, 2]], [[1, 26], [1, 10]], [[1, 26], [1, 2]], [[1, 10], [1, 2]], [[3, 16], [3, 45]], [[3, 4], [3, 45]], [[3, 16], [3, 4]], [[5, 45], [5, 4]], [[5, 26], [5, 4]], [[5, 10], [5, 4]], [[5, 26], [5, 45]], [[5, 45], [5, 10]], [[5, 26], [5, 10]], [[6, 36], [6, 64]], [[6, 64], [6, 7]], [[6, 36], [6, 7]], [[11, 34], [11, 31]], [[11, 34], [11, 12]], [[11, 12], [11, 31]], [[35, 34], [35, 62]], [[35, 34], [35, 39]], [[35, 62], [35, 39]]]"
2,"{1: [0], 2: [0]}",27,"[(42, 43), (54, 53), (56, 55), (41, 40), (39, 40), (41, 39), (1, 2), (30, 31), (46, 47), (5, 4), (24, 26), (24, 25), (11, 12), (69, 68), (14, 16), (14, 15), (72, 71), (16, 15), (20, 18), (18, 19), (20, 19), (25, 26), (64, 65), (38, 36), (37, 36), (37, 38), (45, 44)]","[[[5, 26], [1, 26]], [[1, 10], [5, 10]], [[5, 45], [3, 45]], [[34, 3], [39, 3]], [[7, 3], [39, 3]], [[34, 3], [7, 3]], [[3, 4], [5, 4]], [[41, 42], [4, 42]], [[12, 5], [31, 5]], [[10, 9], [8, 9]], [[11, 34], [36, 34]], [[11, 34], [35, 34]], [[17, 18], [15, 18]], [[56, 19], [16, 19]], [[20, 21], [23, 21]], [[20, 21], [22, 21]], [[21, 61], [65, 61]], [[23, 21], [22, 21]], [[29, 27], [26, 27]], [[26, 27], [28, 27]], [[29, 27], [28, 27]], [[35, 34], [36, 34]], [[35, 62], [63, 62]], [[48, 46], [44, 46]], [[47, 46], [44, 46]], [[47, 46], [48, 46]], [[51, 50], [49, 50]]]"
3,"{1: [0], 2: [0, 1]}",1,"[(51, 52, 11)]","[[[17, 55], [18, 55], [17, 18]]]"
