,Motif,Number of appearances in network,Edges indices,Location of appearances in network
0,"{1: [0], 2: [1]}",125,"[(28, 1), (4, 28), (6, 8), (15, 8), (8, 14), (8, 13), (12, 8), (15, 85), (26, 13), (25, 13), (13, 24), (13, 23), (12, 20), (12, 18), (105, 20), (19, 85), (18, 58), (57, 18), (56, 18), (18, 54), (17, 26), (17, 25), (17, 23), (27, 85), (61, 26), (26, 60), (24, 58), (57, 24), (56, 24), (54, 24), (49, 23), (48, 23), (45, 23), (34, 59), (49, 32), (48, 32), (32, 46), (45, 32), (44, 31), (29, 35), (36, 59), (37, 35), (44, 37), (40, 37), (44, 91), (44, 90), (40, 49), (40, 47), (40, 46), (45, 40), (96, 49), (48, 91), (47, 59), (46, 58), (57, 46), (46, 54), (45, 53), (53, 97), (51, 91), (51, 90), (50, 57), (50, 54), (97, 58), (56, 91), (56, 90), (61, 59), (59, 60), (61, 104), (62, 60), (63, 104), (86, 67), (65, 84), (74, 100), (74, 99), (74, 98), (72, 89), (72, 88), (69, 78), (75, 79), (75, 78), (78, 83), (81, 78), (80, 78), (83, 91), (83, 90), (81, 89), (89, 84), (88, 84), (87, 84), (86, 85), (88, 91), (88, 90), (96, 90), (96, 93), (96, 97), (107, 100), (103, 98), (98, 102), (105, 104), (106, 105), (115, 109), (117, 115), (116, 115), (122, 118), (121, 118), (125, 139), (138, 125), (125, 137), (136, 125), (125, 135), (125, 134), (125, 133), (124, 132), (124, 131), (124, 130), (138, 129), (137, 129), (135, 129), (129, 134), (133, 129), (155, 135), (146, 134), (144, 133), (155, 143), (146, 141)]","[[[9, 17], [1, 9]], [[2, 9], [9, 17]], [[4, 5], [5, 6]], [[6, 28], [5, 6]], [[5, 6], [6, 17]], [[5, 6], [6, 8]], [[6, 7], [5, 6]], [[6, 28], [28, 29]], [[8, 19], [6, 8]], [[8, 18], [6, 8]], [[6, 8], [8, 16]], [[6, 8], [8, 14]], [[6, 7], [7, 44]], [[6, 7], [7, 16]], [[44, 45], [7, 44]], [[7, 28], [28, 29]], [[7, 16], [16, 37]], [[16, 33], [7, 16]], [[16, 32], [7, 16]], [[7, 16], [16, 17]], [[7, 8], [8, 19]], [[7, 8], [8, 18]], [[7, 8], [8, 14]], [[8, 28], [28, 29]], [[19, 43], [8, 19]], [[8, 19], [19, 20]], [[8, 16], [16, 37]], [[16, 33], [8, 16]], [[16, 32], [8, 16]], [[16, 17], [8, 16]], [[14, 36], [8, 14]], [[14, 32], [8, 14]], [[14, 15], [8, 14]], [[10, 18], [18, 19]], [[14, 36], [10, 14]], [[14, 32], [10, 14]], [[10, 14], [14, 16]], [[14, 15], [10, 14]], [[13, 32], [10, 13]], [[10, 11], [11, 12]], [[11, 18], [18, 19]], [[12, 13], [11, 12]], [[13, 32], [12, 13]], [[13, 14], [12, 13]], [[13, 32], [32, 85]], [[13, 32], [32, 36]], [[13, 14], [14, 36]], [[13, 14], [14, 18]], [[13, 14], [14, 16]], [[14, 15], [13, 14]], [[36, 37], [14, 36]], [[14, 32], [32, 85]], [[14, 18], [18, 19]], [[14, 16], [16, 37]], [[16, 33], [14, 16]], [[14, 16], [16, 17]], [[14, 15], [15, 37]], [[15, 37], [37, 38]], [[15, 32], [32, 85]], [[15, 32], [32, 36]], [[15, 16], [16, 33]], [[15, 16], [16, 17]], [[37, 38], [16, 37]], [[16, 32], [32, 85]], [[16, 32], [32, 36]], [[19, 43], [18, 19]], [[18, 19], [19, 20]], [[19, 43], [43, 44]], [[20, 21], [19, 20]], [[20, 43], [43, 44]], [[29, 85], [22, 29]], [[22, 27], [27, 30]], [[23, 39], [39, 47]], [[23, 39], [39, 41]], [[23, 39], [39, 40]], [[23, 30], [30, 33]], [[23, 30], [30, 32]], [[23, 25], [25, 26]], [[24, 25], [25, 31]], [[24, 25], [25, 26]], [[25, 26], [26, 32]], [[26, 30], [25, 26]], [[26, 27], [25, 26]], [[26, 32], [32, 85]], [[26, 32], [32, 36]], [[26, 30], [30, 33]], [[30, 33], [27, 30]], [[30, 32], [27, 30]], [[30, 31], [27, 30]], [[29, 85], [28, 29]], [[30, 32], [32, 85]], [[30, 32], [32, 36]], [[36, 37], [32, 36]], [[36, 37], [35, 36]], [[36, 37], [37, 38]], [[47, 48], [39, 47]], [[40, 48], [39, 40]], [[39, 40], [40, 46]], [[44, 45], [43, 44]], [[45, 46], [44, 45]], [[52, 53], [50, 52]], [[53, 99], [52, 53]], [[53, 93], [52, 53]], [[55, 67], [54, 55]], [[55, 59], [54, 55]], [[56, 58], [58, 78]], [[58, 69], [56, 58]], [[56, 58], [58, 68]], [[58, 66], [56, 58]], [[56, 58], [58, 64]], [[56, 58], [58, 61]], [[56, 58], [58, 60]], [[56, 57], [57, 94]], [[56, 57], [57, 78]], [[56, 57], [57, 66]], [[58, 69], [57, 58]], [[58, 68], [57, 58]], [[58, 64], [57, 58]], [[57, 58], [58, 61]], [[58, 60], [57, 58]], [[64, 65], [58, 64]], [[61, 62], [58, 61]], [[60, 67], [58, 60]], [[64, 65], [60, 64]], [[61, 62], [60, 61]]]"
1,"{1: [0], 2: [0, 1]}",48,"[(4, 0, 1), (6, 7, 11), (16, 8, 11), (15, 27, 13), (19, 12, 15), (17, 12, 13), (17, 19, 27), (17, 18, 24), (26, 59, 25), (47, 25, 23), (46, 23, 24), (34, 47, 32), (36, 34, 29), (40, 32, 31), (44, 48, 40), (48, 49, 90), (48, 56, 46), (45, 48, 51), (45, 50, 46), (50, 53, 58), (50, 56, 51), (61, 63, 60), (67, 66, 85), (72, 73, 87), (69, 73, 79), (68, 69, 75), (78, 82, 79), (81, 83, 88), (81, 82, 87), (80, 81, 84), (110, 111, 140), (114, 111, 108), (110, 113, 108), (114, 140, 113), (118, 123, 119), (122, 121, 140), (124, 125, 129), (139, 129, 131), (136, 130, 129), (135, 157, 137), (137, 147, 134), (133, 137, 145), (143, 135, 133), (133, 141, 134), (143, 157, 145), (141, 145, 147), (157, 150, 153), (155, 151, 150)]","[[[2, 9], [1, 2], [1, 9]], [[4, 5], [4, 42], [5, 42]], [[6, 42], [5, 6], [5, 42]], [[6, 28], [8, 28], [6, 8]], [[7, 28], [6, 7], [6, 28]], [[7, 8], [6, 7], [6, 8]], [[7, 8], [7, 28], [8, 28]], [[7, 8], [7, 16], [8, 16]], [[8, 19], [18, 19], [8, 18]], [[14, 18], [8, 18], [8, 14]], [[14, 16], [8, 14], [8, 16]], [[10, 18], [14, 18], [10, 14]], [[11, 18], [10, 18], [10, 11]], [[13, 14], [10, 14], [10, 13]], [[13, 32], [14, 32], [13, 14]], [[14, 32], [14, 36], [32, 36]], [[14, 32], [16, 32], [14, 16]], [[14, 15], [14, 32], [15, 32]], [[14, 15], [15, 16], [14, 16]], [[15, 16], [15, 37], [16, 37]], [[15, 16], [16, 32], [15, 32]], [[19, 43], [20, 43], [19, 20]], [[22, 29], [22, 28], [28, 29]], [[23, 30], [23, 31], [30, 31]], [[23, 25], [23, 31], [25, 31]], [[23, 24], [23, 25], [24, 25]], [[25, 26], [26, 31], [25, 31]], [[26, 30], [26, 32], [30, 32]], [[26, 30], [26, 31], [30, 31]], [[26, 27], [26, 30], [27, 30]], [[50, 59], [50, 67], [59, 67]], [[51, 67], [50, 67], [50, 51]], [[50, 59], [51, 59], [50, 51]], [[51, 67], [59, 67], [51, 59]], [[54, 55], [55, 92], [54, 92]], [[55, 67], [55, 59], [59, 67]], [[56, 57], [56, 58], [57, 58]], [[58, 78], [57, 58], [57, 78]], [[58, 66], [57, 66], [57, 58]], [[58, 64], [64, 68], [58, 68]], [[58, 68], [61, 68], [58, 61]], [[58, 60], [58, 68], [60, 68]], [[60, 64], [58, 64], [58, 60]], [[58, 60], [60, 61], [58, 61]], [[60, 64], [64, 68], [60, 68]], [[60, 61], [60, 68], [61, 68]], [[64, 68], [63, 64], [63, 68]], [[64, 65], [63, 65], [63, 64]]]"
2,"{1: [0], 2: [0]}",67,"[(16, 7), (15, 66), (54, 14), (33, 14), (28, 14), (20, 104), (19, 66), (50, 18), (46, 18), (27, 66), (36, 25), (34, 25), (50, 24), (40, 23), (32, 23), (28, 54), (33, 28), (33, 54), (37, 31), (36, 47), (44, 88), (44, 83), (44, 56), (44, 51), (49, 93), (48, 88), (48, 83), (96, 53), (51, 88), (83, 51), (96, 58), (57, 89), (56, 88), (56, 83), (80, 65), (82, 73), (72, 84), (72, 81), (87, 79), (86, 91), (93, 90), (154, 95), (103, 107), (106, 102), (144, 111), (126, 111), (122, 111), (110, 121), (114, 144), (114, 126), (114, 122), (121, 113), (128, 119), (128, 123), (122, 144), (126, 122), (126, 144), (126, 140), (130, 152), (137, 153), (136, 152), (135, 150), (144, 140), (145, 153), (143, 150), (157, 147), (147, 153)]","[[[6, 42], [4, 42]], [[6, 28], [22, 28]], [[16, 17], [6, 17]], [[10, 17], [6, 17]], [[9, 17], [6, 17]], [[7, 44], [43, 44]], [[7, 28], [22, 28]], [[15, 16], [7, 16]], [[14, 16], [7, 16]], [[8, 28], [22, 28]], [[11, 18], [8, 18]], [[10, 18], [8, 18]], [[15, 16], [8, 16]], [[13, 14], [8, 14]], [[10, 14], [8, 14]], [[9, 17], [16, 17]], [[10, 17], [9, 17]], [[10, 17], [16, 17]], [[12, 13], [10, 13]], [[11, 18], [14, 18]], [[13, 32], [30, 32]], [[13, 32], [26, 32]], [[13, 32], [16, 32]], [[13, 32], [15, 32]], [[14, 36], [35, 36]], [[14, 32], [30, 32]], [[14, 32], [26, 32]], [[36, 37], [15, 37]], [[15, 32], [30, 32]], [[26, 32], [15, 32]], [[36, 37], [16, 37]], [[16, 33], [30, 33]], [[16, 32], [30, 32]], [[16, 32], [26, 32]], [[26, 27], [22, 27]], [[26, 31], [23, 31]], [[23, 30], [27, 30]], [[23, 30], [26, 30]], [[30, 31], [25, 31]], [[29, 85], [32, 85]], [[35, 36], [32, 36]], [[63, 82], [35, 82]], [[40, 48], [47, 48]], [[45, 46], [40, 46]], [[60, 67], [50, 67]], [[56, 67], [50, 67]], [[55, 67], [50, 67]], [[50, 59], [55, 59]], [[51, 67], [60, 67]], [[51, 67], [56, 67]], [[51, 67], [55, 67]], [[55, 59], [51, 59]], [[56, 92], [54, 92]], [[56, 92], [55, 92]], [[55, 67], [60, 67]], [[56, 67], [55, 67]], [[56, 67], [60, 67]], [[56, 67], [59, 67]], [[57, 66], [63, 66]], [[58, 68], [63, 68]], [[58, 66], [63, 66]], [[58, 64], [63, 64]], [[60, 67], [59, 67]], [[60, 68], [63, 68]], [[60, 64], [63, 64]], [[64, 68], [61, 68]], [[61, 68], [63, 68]]]"
3,"{2: [0, 1]}",108,"[(16, 15), (16, 14), (16, 13), (16, 12), (15, 14), (13, 14), (12, 14), (19, 20), (20, 18), (17, 20), (19, 18), (26, 27), (25, 27), (27, 24), (27, 23), (26, 24), (26, 23), (25, 24), (33, 34), (34, 31), (33, 32), (33, 31), (33, 29), (32, 29), (29, 31), (36, 35), (49, 47), (49, 46), (45, 49), (48, 47), (47, 46), (45, 47), (51, 53), (57, 58), (56, 58), (54, 58), (56, 57), (57, 54), (56, 54), (62, 63), (65, 67), (65, 66), (74, 73), (74, 72), (74, 69), (74, 68), (68, 73), (72, 69), (72, 68), (83, 82), (80, 83), (80, 82), (88, 89), (89, 87), (88, 87), (90, 91), (94, 95), (93, 95), (94, 93), (100, 99), (98, 100), (98, 99), (103, 102), (111, 109), (110, 109), (108, 109), (116, 117), (122, 123), (121, 123), (126, 128), (125, 128), (124, 128), (126, 125), (126, 124), (131, 132), (130, 132), (129, 132), (130, 131), (138, 139), (139, 137), (136, 139), (139, 135), (139, 134), (139, 133), (138, 137), (138, 136), (138, 135), (138, 134), (138, 133), (136, 137), (136, 135), (136, 134), (136, 133), (135, 134), (144, 145), (143, 144), (144, 141), (143, 141), (146, 147), (154, 153), (154, 152), (154, 151), (154, 150), (152, 153), (151, 153), (151, 152), (152, 150), (155, 157)]","[[[6, 42], [6, 28]], [[6, 42], [6, 17]], [[6, 42], [6, 8]], [[6, 42], [6, 7]], [[6, 28], [6, 17]], [[6, 8], [6, 17]], [[6, 7], [6, 17]], [[7, 28], [7, 44]], [[7, 44], [7, 16]], [[7, 8], [7, 44]], [[7, 28], [7, 16]], [[8, 19], [8, 28]], [[8, 18], [8, 28]], [[8, 28], [8, 16]], [[8, 28], [8, 14]], [[8, 19], [8, 16]], [[8, 19], [8, 14]], [[8, 18], [8, 16]], [[10, 17], [10, 18]], [[10, 18], [10, 13]], [[10, 17], [10, 14]], [[10, 17], [10, 13]], [[10, 17], [10, 11]], [[10, 14], [10, 11]], [[10, 11], [10, 13]], [[11, 18], [11, 12]], [[14, 36], [14, 18]], [[14, 36], [14, 16]], [[14, 15], [14, 36]], [[14, 32], [14, 18]], [[14, 18], [14, 16]], [[14, 15], [14, 18]], [[15, 32], [15, 37]], [[16, 33], [16, 37]], [[16, 32], [16, 37]], [[16, 17], [16, 37]], [[16, 32], [16, 33]], [[16, 33], [16, 17]], [[16, 32], [16, 17]], [[20, 21], [20, 43]], [[22, 27], [22, 29]], [[22, 27], [22, 28]], [[23, 39], [23, 31]], [[23, 39], [23, 30]], [[23, 39], [23, 25]], [[23, 39], [23, 24]], [[23, 24], [23, 31]], [[23, 30], [23, 25]], [[23, 30], [23, 24]], [[26, 32], [26, 31]], [[26, 27], [26, 32]], [[26, 27], [26, 31]], [[30, 32], [30, 33]], [[30, 33], [30, 31]], [[30, 32], [30, 31]], [[32, 36], [32, 85]], [[35, 79], [35, 82]], [[35, 36], [35, 82]], [[35, 79], [35, 36]], [[39, 47], [39, 41]], [[39, 40], [39, 47]], [[39, 40], [39, 41]], [[40, 48], [40, 46]], [[50, 67], [50, 52]], [[50, 59], [50, 52]], [[50, 51], [50, 52]], [[53, 93], [53, 99]], [[55, 67], [55, 92]], [[55, 59], [55, 92]], [[56, 67], [56, 92]], [[56, 58], [56, 92]], [[56, 57], [56, 92]], [[56, 67], [56, 58]], [[56, 67], [56, 57]], [[57, 78], [57, 94]], [[57, 66], [57, 94]], [[57, 58], [57, 94]], [[57, 66], [57, 78]], [[58, 69], [58, 78]], [[58, 78], [58, 68]], [[58, 66], [58, 78]], [[58, 78], [58, 64]], [[58, 78], [58, 61]], [[58, 78], [58, 60]], [[58, 69], [58, 68]], [[58, 69], [58, 66]], [[58, 69], [58, 64]], [[58, 69], [58, 61]], [[58, 69], [58, 60]], [[58, 66], [58, 68]], [[58, 66], [58, 64]], [[58, 66], [58, 61]], [[58, 66], [58, 60]], [[58, 64], [58, 61]], [[60, 67], [60, 68]], [[60, 64], [60, 67]], [[60, 67], [60, 61]], [[60, 64], [60, 61]], [[61, 62], [61, 68]], [[63, 82], [63, 68]], [[63, 82], [63, 66]], [[63, 82], [63, 65]], [[63, 82], [63, 64]], [[63, 66], [63, 68]], [[63, 65], [63, 68]], [[63, 65], [63, 66]], [[63, 66], [63, 64]], [[64, 65], [64, 68]]]"
