,Motif,Number of appearances in network,Edges indices,Location of appearances in network
0,"{1: [0], 2: [0]}",39,"[(2, 54), (2, 33), (2, 14), (9, 4), (7, 16), (66, 15), (54, 14), (33, 14), (20, 104), (66, 19), (18, 46), (42, 18), (66, 27), (55, 25), (43, 25), (39, 25), (23, 40), (23, 38), (33, 54), (36, 55), (47, 36), (36, 43), (55, 39), (44, 83), (53, 96), (53, 58), (83, 51), (56, 51), (58, 96), (57, 89), (56, 83), (65, 80), (65, 71), (87, 79), (90, 93), (107, 103), (106, 102), (110, 121), (121, 113)]","[[[1, 17], [16, 17]], [[1, 17], [10, 17]], [[1, 17], [6, 17]], [[5, 9], [2, 9]], [[4, 42], [6, 42]], [[22, 28], [6, 28]], [[16, 17], [6, 17]], [[10, 17], [6, 17]], [[7, 44], [43, 44]], [[22, 28], [7, 28]], [[7, 16], [14, 16]], [[13, 16], [7, 16]], [[22, 28], [8, 28]], [[16, 18], [8, 18]], [[13, 18], [8, 18]], [[12, 18], [8, 18]], [[8, 14], [13, 14]], [[8, 14], [12, 14]], [[10, 17], [16, 17]], [[11, 18], [16, 18]], [[14, 18], [11, 18]], [[11, 18], [13, 18]], [[16, 18], [12, 18]], [[13, 32], [26, 32]], [[15, 37], [36, 37]], [[15, 37], [16, 37]], [[26, 32], [15, 32]], [[16, 32], [15, 32]], [[16, 37], [36, 37]], [[16, 33], [30, 33]], [[16, 32], [26, 32]], [[22, 27], [26, 27]], [[22, 27], [23, 27]], [[30, 31], [25, 31]], [[32, 36], [35, 36]], [[47, 48], [40, 48]], [[45, 46], [40, 46]], [[50, 59], [55, 59]], [[55, 59], [51, 59]]]"
1,"{2: [0, 1]}",86,"[(2, 0), (4, 3), (7, 6), (9, 8), (15, 16), (14, 16), (13, 16), (12, 16), (14, 15), (14, 13), (12, 14), (20, 19), (18, 20), (17, 20), (18, 19), (17, 18), (26, 27), (27, 25), (23, 27), (27, 22), (21, 27), (23, 26), (26, 22), (26, 21), (21, 25), (23, 22), (23, 21), (33, 31), (33, 30), (29, 33), (29, 31), (44, 43), (44, 40), (41, 43), (42, 41), (47, 45), (46, 45), (53, 51), (58, 57), (58, 56), (58, 55), (58, 54), (57, 56), (57, 55), (57, 54), (56, 55), (56, 54), (54, 55), (61, 60), (66, 67), (65, 67), (66, 65), (73, 74), (72, 74), (71, 74), (70, 74), (69, 74), (73, 71), (73, 68), (71, 72), (69, 72), (68, 72), (69, 71), (71, 68), (70, 68), (77, 75), (82, 83), (83, 81), (83, 80), (82, 80), (80, 81), (87, 89), (90, 91), (95, 94), (95, 93), (94, 93), (100, 99), (100, 98), (103, 102), (101, 103), (101, 102), (110, 109), (108, 109), (114, 113), (119, 118), (121, 120)]","[[[1, 17], [1, 2]], [[2, 9], [2, 3]], [[4, 42], [4, 5]], [[5, 9], [5, 6]], [[6, 28], [6, 42]], [[6, 17], [6, 42]], [[6, 8], [6, 42]], [[6, 7], [6, 42]], [[6, 17], [6, 28]], [[6, 17], [6, 8]], [[6, 7], [6, 17]], [[7, 44], [7, 28]], [[7, 16], [7, 44]], [[7, 8], [7, 44]], [[7, 16], [7, 28]], [[7, 8], [7, 16]], [[8, 19], [8, 28]], [[8, 28], [8, 18]], [[8, 14], [8, 28]], [[8, 28], [8, 11]], [[8, 10], [8, 28]], [[8, 14], [8, 19]], [[8, 19], [8, 11]], [[8, 19], [8, 10]], [[8, 10], [8, 18]], [[8, 14], [8, 11]], [[8, 14], [8, 10]], [[10, 17], [10, 13]], [[10, 17], [10, 12]], [[10, 11], [10, 17]], [[10, 11], [10, 13]], [[13, 32], [13, 18]], [[13, 32], [13, 14]], [[13, 15], [13, 18]], [[13, 16], [13, 15]], [[14, 18], [14, 15]], [[14, 16], [14, 15]], [[15, 37], [15, 32]], [[16, 37], [16, 33]], [[16, 37], [16, 32]], [[16, 37], [16, 18]], [[16, 37], [16, 17]], [[16, 33], [16, 32]], [[16, 33], [16, 18]], [[16, 33], [16, 17]], [[16, 32], [16, 18]], [[16, 32], [16, 17]], [[16, 17], [16, 18]], [[19, 43], [19, 20]], [[22, 28], [22, 29]], [[22, 27], [22, 29]], [[22, 28], [22, 27]], [[23, 31], [23, 39]], [[23, 30], [23, 39]], [[23, 27], [23, 39]], [[23, 26], [23, 39]], [[23, 25], [23, 39]], [[23, 31], [23, 27]], [[23, 31], [23, 24]], [[23, 27], [23, 30]], [[23, 25], [23, 30]], [[23, 24], [23, 30]], [[23, 25], [23, 27]], [[23, 27], [23, 24]], [[23, 26], [23, 24]], [[24, 39], [24, 25]], [[26, 31], [26, 32]], [[26, 32], [26, 30]], [[26, 32], [26, 27]], [[26, 31], [26, 27]], [[26, 27], [26, 30]], [[30, 31], [30, 33]], [[32, 36], [32, 85]], [[35, 82], [35, 79]], [[35, 82], [35, 36]], [[35, 79], [35, 36]], [[39, 47], [39, 41]], [[39, 47], [39, 40]], [[40, 48], [40, 46]], [[40, 41], [40, 48]], [[40, 41], [40, 46]], [[50, 59], [50, 52]], [[50, 51], [50, 52]], [[51, 67], [51, 59]], [[54, 92], [54, 55]], [[55, 59], [55, 56]]]"
2,"{1: [0], 2: [1]}",108,"[(4, 0), (0, 3), (5, 3), (9, 6), (8, 6), (8, 16), (8, 15), (14, 8), (8, 13), (12, 8), (26, 13), (13, 25), (23, 13), (13, 22), (21, 13), (12, 20), (12, 18), (58, 18), (57, 18), (56, 18), (18, 55), (18, 54), (17, 26), (17, 25), (17, 23), (17, 22), (17, 21), (61, 26), (60, 26), (23, 46), (23, 45), (22, 35), (33, 21), (31, 21), (21, 30), (44, 31), (31, 43), (42, 31), (31, 41), (31, 40), (39, 30), (38, 30), (29, 36), (59, 36), (38, 35), (37, 35), (59, 39), (46, 38), (38, 45), (44, 37), (42, 37), (37, 41), (44, 91), (90, 44), (59, 43), (58, 42), (42, 57), (42, 54), (53, 41), (59, 47), (58, 46), (57, 46), (56, 46), (54, 46), (53, 45), (51, 45), (53, 97), (51, 91), (90, 51), (58, 97), (56, 91), (90, 56), (59, 55), (61, 59), (59, 60), (61, 104), (60, 62), (64, 62), (64, 67), (66, 64), (65, 64), (100, 74), (99, 74), (74, 98), (89, 72), (70, 83), (77, 100), (77, 99), (77, 98), (75, 79), (75, 78), (78, 83), (78, 81), (78, 80), (83, 91), (90, 83), (81, 89), (90, 96), (96, 93), (96, 97), (100, 107), (103, 98), (102, 98), (115, 109), (114, 108), (117, 115), (121, 118), (118, 120)]","[[[2, 9], [1, 2]], [[1, 2], [2, 3]], [[3, 49], [2, 3]], [[5, 9], [4, 5]], [[5, 6], [4, 5]], [[5, 6], [6, 42]], [[5, 6], [6, 28]], [[6, 17], [5, 6]], [[5, 6], [6, 8]], [[6, 7], [5, 6]], [[8, 19], [6, 8]], [[6, 8], [8, 18]], [[8, 14], [6, 8]], [[6, 8], [8, 11]], [[8, 10], [6, 8]], [[6, 7], [7, 44]], [[6, 7], [7, 16]], [[16, 37], [7, 16]], [[16, 33], [7, 16]], [[16, 32], [7, 16]], [[7, 16], [16, 18]], [[7, 16], [16, 17]], [[7, 8], [8, 19]], [[7, 8], [8, 18]], [[7, 8], [8, 14]], [[7, 8], [8, 11]], [[7, 8], [8, 10]], [[19, 43], [8, 19]], [[19, 20], [8, 19]], [[8, 14], [14, 16]], [[8, 14], [14, 15]], [[8, 11], [11, 12]], [[10, 17], [8, 10]], [[10, 13], [8, 10]], [[8, 10], [10, 12]], [[13, 32], [10, 13]], [[10, 13], [13, 18]], [[13, 16], [10, 13]], [[10, 13], [13, 15]], [[10, 13], [13, 14]], [[12, 18], [10, 12]], [[12, 14], [10, 12]], [[10, 11], [11, 18]], [[18, 19], [11, 18]], [[12, 14], [11, 12]], [[12, 13], [11, 12]], [[18, 19], [12, 18]], [[14, 16], [12, 14]], [[12, 14], [14, 15]], [[13, 32], [12, 13]], [[13, 16], [12, 13]], [[12, 13], [13, 15]], [[13, 32], [32, 85]], [[32, 36], [13, 32]], [[18, 19], [13, 18]], [[16, 37], [13, 16]], [[13, 16], [16, 33]], [[13, 16], [16, 17]], [[15, 37], [13, 15]], [[18, 19], [14, 18]], [[16, 37], [14, 16]], [[16, 33], [14, 16]], [[16, 32], [14, 16]], [[16, 17], [14, 16]], [[15, 37], [14, 15]], [[15, 32], [14, 15]], [[15, 37], [37, 38]], [[15, 32], [32, 85]], [[32, 36], [15, 32]], [[16, 37], [37, 38]], [[16, 32], [32, 85]], [[32, 36], [16, 32]], [[18, 19], [16, 18]], [[19, 43], [18, 19]], [[18, 19], [19, 20]], [[19, 43], [43, 44]], [[19, 20], [20, 21]], [[21, 22], [20, 21]], [[21, 22], [22, 29]], [[22, 28], [21, 22]], [[22, 27], [21, 22]], [[39, 47], [23, 39]], [[39, 41], [23, 39]], [[23, 39], [39, 40]], [[30, 33], [23, 30]], [[23, 26], [26, 32]], [[24, 39], [39, 47]], [[24, 39], [39, 41]], [[24, 39], [39, 40]], [[24, 25], [25, 31]], [[24, 25], [25, 26]], [[25, 26], [26, 32]], [[25, 26], [26, 30]], [[25, 26], [26, 27]], [[26, 32], [32, 85]], [[32, 36], [26, 32]], [[26, 30], [30, 33]], [[32, 36], [36, 37]], [[36, 37], [35, 36]], [[36, 37], [37, 38]], [[39, 47], [47, 48]], [[40, 48], [39, 40]], [[40, 46], [39, 40]], [[52, 53], [50, 52]], [[51, 67], [50, 51]], [[53, 99], [52, 53]], [[55, 59], [54, 55]], [[54, 55], [55, 56]]]"
3,"{1: [0], 2: [0, 1]}",33,"[(13, 15, 27), (12, 15, 19), (17, 12, 13), (17, 27, 19), (59, 26, 25), (47, 23, 25), (36, 22, 25), (29, 21, 22), (37, 31, 30), (29, 35, 30), (36, 39, 35), (47, 39, 38), (37, 43, 39), (37, 38, 40), (44, 42, 56), (44, 41, 51), (42, 55, 43), (47, 43, 40), (42, 46, 40), (41, 40, 45), (47, 55, 46), (77, 68, 74), (73, 87, 72), (70, 73, 82), (73, 69, 79), (70, 81, 72), (70, 80, 71), (70, 78, 69), (75, 69, 68), (78, 82, 79), (82, 87, 81), (101, 99, 98), (110, 113, 108)]","[[[6, 8], [6, 28], [8, 28]], [[6, 7], [6, 28], [7, 28]], [[7, 8], [6, 7], [6, 8]], [[7, 8], [8, 28], [7, 28]], [[18, 19], [8, 19], [8, 18]], [[14, 18], [8, 14], [8, 18]], [[11, 18], [8, 11], [8, 18]], [[10, 11], [8, 10], [8, 11]], [[12, 13], [10, 13], [10, 12]], [[10, 11], [11, 12], [10, 12]], [[11, 18], [12, 18], [11, 12]], [[14, 18], [12, 18], [12, 14]], [[12, 13], [13, 18], [12, 18]], [[12, 13], [12, 14], [13, 14]], [[13, 32], [13, 16], [16, 32]], [[13, 32], [13, 15], [15, 32]], [[13, 16], [16, 18], [13, 18]], [[14, 18], [13, 18], [13, 14]], [[13, 16], [14, 16], [13, 14]], [[13, 15], [13, 14], [14, 15]], [[14, 18], [16, 18], [14, 16]], [[24, 39], [23, 24], [23, 39]], [[23, 31], [30, 31], [23, 30]], [[23, 26], [23, 31], [26, 31]], [[23, 31], [23, 25], [25, 31]], [[23, 26], [26, 30], [23, 30]], [[23, 26], [26, 27], [23, 27]], [[23, 26], [25, 26], [23, 25]], [[24, 25], [23, 25], [23, 24]], [[25, 26], [26, 31], [25, 31]], [[26, 31], [30, 31], [26, 30]], [[40, 41], [39, 41], [39, 40]], [[50, 59], [51, 59], [50, 51]]]"
