,Motif,Number of appearances in network,Edges indices,Location of appearances in network
0,"{1: [0], 2: [1]}",43,"[(69, 57), (63, 19), (10, 68), (10, 34), (54, 5), (0, 8), (55, 35), (40, 55), (41, 55), (55, 39), (40, 28), (41, 26), (41, 25), (39, 3), (2, 31), (2, 49), (48, 2), (2, 46), (56, 49), (42, 49), (49, 53), (48, 56), (48, 42), (48, 53), (56, 35), (56, 46), (42, 46), (6, 46), (53, 46), (53, 5), (26, 58), (51, 34), (11, 34), (51, 35), (11, 35), (16, 67), (67, 27), (50, 62), (50, 17), (23, 33), (33, 36), (62, 70), (61, 70)]","[[[56, 19], [1, 56]], [[1, 28], [28, 27]], [[1, 16], [16, 19]], [[1, 16], [16, 17]], [[1, 10], [10, 9]], [[1, 2], [2, 15]], [[3, 45], [45, 17]], [[39, 3], [3, 45]], [[34, 3], [3, 45]], [[3, 45], [7, 3]], [[39, 3], [35, 39]], [[34, 3], [36, 34]], [[34, 3], [35, 34]], [[7, 3], [6, 7]], [[5, 4], [4, 42]], [[5, 4], [53, 5]], [[52, 5], [5, 4]], [[5, 4], [12, 5]], [[5, 45], [53, 5]], [[5, 26], [53, 5]], [[53, 5], [5, 10]], [[52, 5], [5, 45]], [[52, 5], [5, 26]], [[52, 5], [5, 10]], [[5, 45], [45, 17]], [[5, 45], [12, 5]], [[5, 26], [12, 5]], [[11, 12], [12, 5]], [[5, 10], [12, 5]], [[5, 10], [10, 9]], [[36, 34], [6, 36]], [[17, 55], [16, 17]], [[17, 18], [16, 17]], [[17, 55], [45, 17]], [[17, 18], [45, 17]], [[23, 21], [38, 23]], [[38, 23], [37, 38]], [[54, 24], [61, 54]], [[54, 24], [24, 25]], [[32, 33], [33, 44]], [[33, 44], [44, 46]], [[61, 54], [54, 59]], [[59, 60], [54, 59]]]"
1,"{2: [0, 1]}",37,"[(32, 57), (57, 29), (63, 57), (10, 57), (54, 57), (0, 57), (32, 29), (32, 63), (32, 10), (32, 54), (0, 32), (63, 29), (10, 29), (54, 29), (0, 29), (10, 63), (54, 63), (0, 63), (10, 54), (0, 10), (0, 54), (56, 2), (42, 2), (2, 53), (56, 42), (56, 53), (42, 53), (66, 58), (66, 3), (3, 58), (22, 6), (34, 68), (15, 59), (50, 70), (25, 64), (25, 28), (64, 28)]","[[[1, 43], [1, 56]], [[1, 56], [1, 40]], [[1, 28], [1, 56]], [[1, 16], [1, 56]], [[1, 10], [1, 56]], [[1, 2], [1, 56]], [[1, 43], [1, 40]], [[1, 43], [1, 28]], [[1, 43], [1, 16]], [[1, 43], [1, 10]], [[1, 2], [1, 43]], [[1, 28], [1, 40]], [[1, 16], [1, 40]], [[1, 10], [1, 40]], [[1, 2], [1, 40]], [[1, 16], [1, 28]], [[1, 10], [1, 28]], [[1, 2], [1, 28]], [[1, 16], [1, 10]], [[1, 2], [1, 16]], [[1, 2], [1, 10]], [[5, 45], [5, 4]], [[5, 26], [5, 4]], [[5, 4], [5, 10]], [[5, 45], [5, 26]], [[5, 45], [5, 10]], [[5, 26], [5, 10]], [[6, 64], [6, 36]], [[6, 64], [6, 7]], [[6, 7], [6, 36]], [[11, 31], [11, 12]], [[16, 17], [16, 19]], [[22, 21], [22, 57]], [[54, 24], [54, 59]], [[35, 34], [35, 62]], [[35, 34], [35, 39]], [[35, 62], [35, 39]]]"
2,"{1: [0], 2: [0]}",23,"[(54, 53), (56, 55), (41, 40), (40, 39), (41, 39), (30, 31), (48, 49), (49, 46), (48, 46), (5, 4), (69, 68), (34, 35), (14, 16), (14, 15), (16, 15), (21, 20), (21, 19), (20, 19), (25, 26), (65, 64), (36, 38), (37, 36), (37, 38)]","[[[1, 10], [5, 10]], [[5, 45], [3, 45]], [[34, 3], [39, 3]], [[39, 3], [7, 3]], [[34, 3], [7, 3]], [[41, 42], [4, 42]], [[52, 5], [53, 5]], [[53, 5], [12, 5]], [[52, 5], [12, 5]], [[10, 9], [8, 9]], [[56, 19], [16, 19]], [[16, 17], [45, 17]], [[20, 21], [23, 21]], [[20, 21], [22, 21]], [[23, 21], [22, 21]], [[30, 27], [29, 27]], [[30, 27], [28, 27]], [[29, 27], [28, 27]], [[35, 34], [36, 34]], [[63, 62], [35, 62]], [[44, 46], [48, 46]], [[47, 46], [44, 46]], [[47, 46], [48, 46]]]"
3,"{1: [0], 2: [0, 1]}",1,"[(11, 52, 51)]","[[[17, 18], [18, 55], [17, 55]]]"
