,Motif,Number of appearances in network,Edges indices,Location of appearances in network
0,"{0: [1, 2], 'Matched': True}",6,"{164, 167, 168, 87, 55, 89, 58, 189, 191}","[[[76, 81], [76, 77]], [[66, 83], [66, 67]], [[66, 83], [66, 87]], [[66, 67], [66, 87]], [[16, 18], [16, 37]], [[30, 31], [30, 33]]]"
1,"{0: [1], 1: [2], 'Matched': True}",12,"{160, 129, 164, 196, 198, 167, 135, 168, 72, 204, 80, 177, 211, 84, 87, 184, 89}","[[[27, 30], [30, 31]], [[27, 30], [26, 27]], [[27, 30], [30, 33]], [[66, 83], [65, 66]], [[66, 67], [65, 66]], [[57, 58], [58, 64]], [[82, 86], [80, 82]], [[65, 66], [66, 87]], [[74, 75], [73, 74]], [[30, 31], [23, 30]], [[97, 98], [89, 97]], [[23, 30], [30, 33]]]"
2,"{0: [1], 2: [1], 'Matched': True}",4,"{39, 72, 174, 207, 211, 84, 55, 189}","[[[27, 30], [23, 30]], [[90, 98], [97, 98]], [[76, 77], [72, 77]], [[16, 18], [12, 18]]]"
