,Motif,Number of appearances in network,Edges indices,Location of appearances in network
0,"{0: [1, 2], 'Matched': True}",29,"{128, 135, 138, 14, 16, 21, 22, 23, 25, 155, 156, 159, 38, 39, 177, 50, 178, 52, 53, 180, 181, 183, 185, 186, 90, 91, 101, 102, 112, 113, 125, 127}","[[[64, 66], [64, 65]], [[64, 66], [64, 86]], [[15, 16], [15, 36]], [[15, 16], [15, 37]], [[6, 17], [6, 42]], [[56, 58], [56, 92]], [[56, 58], [56, 78]], [[73, 74], [73, 75]], [[73, 74], [73, 77]], [[73, 74], [73, 80]], [[40, 41], [40, 46]], [[64, 65], [64, 86]], [[73, 75], [73, 77]], [[73, 75], [73, 89]], [[73, 75], [73, 80]], [[8, 18], [8, 10]], [[8, 18], [8, 14]], [[51, 52], [51, 59]], [[58, 69], [58, 64]], [[32, 36], [32, 85]], [[73, 77], [73, 89]], [[73, 77], [73, 80]], [[73, 89], [73, 80]], [[56, 92], [56, 78]], [[8, 10], [8, 11]], [[8, 10], [8, 14]], [[12, 14], [12, 18]], [[74, 81], [74, 89]], [[8, 11], [8, 14]]]"
1,"{0: [1], 1: [2], 'Matched': True}",32,"{135, 138, 140, 148, 21, 152, 155, 156, 159, 161, 33, 167, 172, 173, 176, 177, 50, 53, 181, 183, 56, 185, 186, 195, 69, 199, 200, 201, 75, 204, 79, 211, 90, 91, 96, 97, 108, 110, 112, 113, 125}","[[[87, 88], [86, 87]], [[64, 66], [66, 83]], [[64, 66], [58, 64]], [[15, 16], [16, 32]], [[50, 51], [51, 52]], [[97, 98], [89, 97]], [[63, 66], [66, 83]], [[63, 66], [62, 63]], [[25, 31], [23, 25]], [[25, 31], [24, 25]], [[89, 97], [73, 89]], [[89, 97], [74, 89]], [[36, 37], [37, 38]], [[36, 37], [32, 36]], [[56, 58], [58, 69]], [[56, 58], [58, 64]], [[73, 74], [74, 81]], [[50, 59], [59, 67]], [[64, 65], [58, 64]], [[64, 65], [65, 82]], [[15, 37], [37, 38]], [[86, 87], [85, 86]], [[86, 87], [64, 86]], [[10, 17], [8, 10]], [[85, 86], [32, 85]], [[59, 67], [51, 59]], [[32, 36], [16, 32]], [[64, 86], [58, 64]], [[16, 32], [32, 85]], [[70, 71], [71, 72]], [[71, 72], [72, 79]], [[80, 81], [73, 80]]]"
2,"{0: [1], 2: [1], 'Matched': True}",16,"{2, 131, 140, 14, 23, 152, 25, 156, 159, 33, 36, 38, 39, 40, 52, 185, 67, 195, 69, 199, 75, 85, 90, 122, 127}","[[[64, 66], [63, 66]], [[28, 29], [22, 29]], [[6, 17], [1, 17]], [[6, 17], [10, 17]], [[15, 36], [32, 36]], [[1, 17], [10, 17]], [[23, 25], [24, 25]], [[8, 18], [12, 18]], [[85, 86], [64, 86]], [[59, 67], [55, 67]], [[11, 18], [12, 18]], [[57, 78], [56, 78]], [[12, 14], [13, 14]], [[12, 14], [8, 14]], [[80, 81], [74, 81]], [[13, 14], [8, 14]]]"
4,"{0: [1, 2], 1: [2], 'Matched': True}",4,"{96, 36, 108, 110, 113, 177, 52, 53, 22, 183, 25, 186}","[[[50, 51], [50, 59], [51, 59]], [[15, 36], [15, 37], [36, 37]], [[73, 74], [73, 89], [74, 89]], [[8, 18], [8, 11], [11, 18]]]"
