,Motif,Number of appearances in network,Edges indices,Location of appearances in network
0,"{0: [1, 2], 'Matched': True}",15,"{128, 13, 16, 150, 152, 24, 154, 25, 27, 29, 33, 195, 196, 70, 73, 205, 207, 109, 110, 111, 122, 123, 125}","[[[8, 16], [8, 28]], [[8, 16], [8, 18]], [[55, 92], [55, 67]], [[50, 67], [50, 52]], [[50, 67], [50, 59]], [[6, 8], [6, 42]], [[23, 31], [23, 26]], [[56, 58], [56, 92]], [[80, 82], [80, 81]], [[63, 66], [63, 82]], [[63, 82], [63, 64]], [[8, 28], [8, 18]], [[10, 11], [10, 17]], [[90, 98], [90, 91]], [[50, 52], [50, 59]]]"
1,"{0: [1], 1: [2], 'Matched': True}",18,"{13, 141, 17, 147, 24, 25, 27, 29, 35, 38, 48, 63, 193, 195, 196, 85, 90, 104, 105, 109, 112, 115, 116}","[[[8, 16], [6, 8]], [[53, 93], [52, 53]], [[6, 8], [8, 28]], [[6, 8], [8, 18]], [[51, 52], [52, 53]], [[60, 61], [61, 68]], [[43, 44], [20, 43]], [[43, 44], [44, 45]], [[80, 82], [77, 80]], [[11, 12], [12, 14]], [[11, 12], [10, 11]], [[77, 80], [80, 81]], [[8, 28], [28, 29]], [[8, 28], [7, 8]], [[12, 14], [14, 32]], [[8, 18], [7, 8]], [[14, 32], [32, 36]], [[52, 53], [50, 52]]]"
2,"{0: [1], 2: [1], 'Matched': True}",8,"{128, 33, 196, 122, 13, 109, 111, 112, 17, 154, 123, 28, 95}","[[[35, 82], [80, 82]], [[35, 82], [63, 82]], [[55, 92], [56, 92]], [[50, 67], [55, 67]], [[6, 8], [7, 8]], [[51, 52], [50, 52]], [[80, 82], [63, 82]], [[9, 17], [10, 17]]]"
4,"{0: [1, 2], 1: [2], 'Matched': True}",2,"{17, 18, 150, 24, 156, 152}","[[[8, 16], [7, 16], [7, 8]], [[63, 66], [63, 64], [64, 66]]]"
