,Motif,Number of appearances in network,Edges indices,Location of appearances in network
0,"{0: [1, 2], 'Matched': True}",15,"{33, 164, 135, 167, 137, 179, 180, 23, 21, 183, 151, 153, 26, 27, 30, 31}","[[[73, 77], [73, 76]], [[73, 77], [73, 89]], [[58, 64], [58, 68]], [[8, 14], [8, 28]], [[8, 14], [8, 10]], [[8, 14], [8, 19]], [[73, 76], [73, 89]], [[10, 13], [10, 12]], [[10, 13], [10, 17]], [[66, 83], [66, 67]], [[8, 28], [8, 10]], [[8, 28], [8, 19]], [[10, 12], [10, 17]], [[63, 65], [63, 68]], [[8, 10], [8, 19]]]"
1,"{0: [1], 1: [2], 'Matched': True}",17,"{135, 140, 21, 151, 26, 158, 31, 30, 33, 163, 42, 51, 180, 54, 61, 193, 69, 201, 75, 78, 84, 88, 90, 110, 118, 122}","[[[73, 77], [77, 80]], [[58, 64], [64, 82]], [[59, 67], [50, 59]], [[54, 55], [55, 67]], [[13, 16], [16, 17]], [[13, 16], [10, 13]], [[15, 32], [32, 36]], [[24, 25], [25, 26]], [[30, 32], [32, 36]], [[30, 32], [27, 30]], [[87, 88], [65, 87]], [[19, 43], [8, 19]], [[25, 26], [23, 25]], [[65, 87], [63, 65]], [[10, 13], [8, 10]], [[10, 12], [8, 10]], [[8, 10], [10, 17]]]"
2,"{0: [1], 2: [1], 'Matched': True}",18,"{2, 137, 140, 144, 153, 28, 33, 164, 176, 51, 54, 194, 69, 75, 88, 90, 93, 102, 106, 122}","[[[40, 46], [45, 46]], [[72, 79], [78, 79]], [[59, 67], [60, 67]], [[59, 67], [66, 67]], [[59, 67], [55, 67]], [[16, 17], [9, 17]], [[16, 17], [1, 17]], [[16, 17], [10, 17]], [[9, 17], [1, 17]], [[9, 17], [10, 17]], [[15, 32], [30, 32]], [[24, 25], [23, 25]], [[60, 67], [66, 67]], [[60, 67], [55, 67]], [[35, 36], [32, 36]], [[58, 68], [63, 68]], [[1, 17], [10, 17]], [[66, 67], [55, 67]]]"
