,Motif,Number of appearances in network,Edges indices,Location of appearances in network
0,"{0: [1, 2]}",26,"[(8, 9), (23, 24), (24, 25), (24, 26), (24, 27), (18, 20), (13, 16), (13, 14), (31, 34), (32, 34), (14, 16), (9, 11), (23, 25), (23, 26), (23, 27), (29, 31), (29, 32), (29, 30), (31, 32), (10, 11), (25, 26), (25, 27), (37, 38), (38, 39), (26, 27), (37, 39)]","[[[5, 6], [5, 9]], [[8, 16], [8, 14]], [[8, 16], [8, 18]], [[8, 16], [8, 19]], [[8, 16], [8, 28]], [[7, 16], [7, 44]], [[6, 8], [6, 42]], [[6, 8], [6, 17]], [[10, 18], [10, 13]], [[10, 18], [10, 14]], [[6, 42], [6, 17]], [[5, 9], [5, 42]], [[8, 14], [8, 18]], [[8, 14], [8, 19]], [[8, 14], [8, 28]], [[10, 11], [10, 13]], [[10, 11], [10, 14]], [[10, 11], [10, 12]], [[10, 13], [10, 14]], [[5, 42], [5, 17]], [[8, 18], [8, 19]], [[8, 18], [8, 28]], [[12, 14], [12, 13]], [[12, 14], [12, 18]], [[8, 19], [8, 28]], [[12, 13], [12, 18]]]"
1,"{0: [1], 1: [2]}",11,"[(8, 13), (6, 8), (13, 24), (13, 23), (13, 25), (13, 26), (13, 27), (6, 9), (4, 28), (6, 10), (1, 28)]","[[[5, 6], [6, 8]], [[5, 6], [4, 5]], [[8, 16], [6, 8]], [[6, 8], [8, 14]], [[6, 8], [8, 18]], [[6, 8], [8, 19]], [[6, 8], [8, 28]], [[5, 9], [4, 5]], [[2, 9], [9, 17]], [[4, 5], [5, 17]], [[9, 17], [1, 9]]]"
2,"{0: [1], 2: [1]}",11,"[(18, 24), (25, 34), (7, 16), (4, 9), (1, 9), (14, 28), (23, 32), (23, 38), (25, 36), (36, 39), (25, 39)]","[[[8, 16], [7, 16]], [[10, 18], [8, 18]], [[6, 42], [4, 42]], [[5, 9], [2, 9]], [[5, 9], [1, 9]], [[6, 17], [9, 17]], [[8, 14], [10, 14]], [[8, 14], [12, 14]], [[11, 18], [8, 18]], [[11, 18], [12, 18]], [[8, 18], [12, 18]]]"
4,"{0: [1, 2], 1: [2]}",9,"[(8, 11, 16), (8, 10, 14), (29, 34, 36), (30, 34, 39), (9, 10, 28), (0, 1, 4), (6, 7, 11), (30, 31, 37), (30, 32, 38)]","[[[5, 6], [5, 42], [6, 42]], [[5, 6], [5, 17], [6, 17]], [[10, 18], [10, 11], [11, 18]], [[10, 18], [10, 12], [12, 18]], [[5, 9], [5, 17], [9, 17]], [[2, 9], [1, 9], [1, 2]], [[4, 5], [4, 42], [5, 42]], [[10, 13], [10, 12], [12, 13]], [[10, 14], [10, 12], [12, 14]]]"
