,Motif,Number of appearances in network,Edges indices,Location of appearances in network
0,"{2: [0, 1]}",42,"[(57, 32), (57, 29), (57, 63), (57, 10), (57, 54), (57, 0), (29, 32), (32, 63), (32, 10), (32, 54), (32, 0), (29, 63), (29, 10), (29, 54), (29, 0), (10, 63), (54, 63), (63, 0), (54, 10), (10, 0), (54, 0), (55, 9), (55, 1), (9, 1), (2, 56), (2, 42), (2, 53), (56, 42), (56, 53), (42, 53), (58, 66), (3, 66), (58, 3), (24, 22), (24, 6), (6, 22), (68, 34), (15, 59), (70, 50), (64, 25), (28, 25), (28, 64)]","[[[1, 56], [1, 43]], [[1, 56], [1, 40]], [[1, 56], [1, 28]], [[1, 56], [1, 16]], [[1, 56], [1, 10]], [[1, 56], [1, 2]], [[1, 40], [1, 43]], [[1, 43], [1, 28]], [[1, 43], [1, 16]], [[1, 43], [1, 10]], [[1, 43], [1, 2]], [[1, 40], [1, 28]], [[1, 40], [1, 16]], [[1, 40], [1, 10]], [[1, 40], [1, 2]], [[1, 16], [1, 28]], [[1, 10], [1, 28]], [[1, 28], [1, 2]], [[1, 10], [1, 16]], [[1, 16], [1, 2]], [[1, 10], [1, 2]], [[3, 45], [3, 16]], [[3, 45], [3, 4]], [[3, 16], [3, 4]], [[5, 4], [5, 45]], [[5, 4], [5, 26]], [[5, 4], [5, 10]], [[5, 45], [5, 26]], [[5, 45], [5, 10]], [[5, 26], [5, 10]], [[6, 36], [6, 64]], [[6, 7], [6, 64]], [[6, 36], [6, 7]], [[11, 34], [11, 31]], [[11, 34], [11, 12]], [[11, 12], [11, 31]], [[16, 19], [16, 17]], [[22, 21], [22, 57]], [[54, 59], [54, 24]], [[35, 62], [35, 34]], [[35, 39], [35, 34]], [[35, 39], [35, 62]]]"
1,"{1: [0], 2: [1]}",45,"[(63, 19), (10, 68), (10, 34), (54, 5), (8, 0), (35, 55), (40, 55), (41, 55), (55, 39), (40, 28), (40, 9), (40, 1), (41, 26), (41, 25), (41, 24), (41, 9), (41, 1), (68, 9), (9, 34), (39, 9), (3, 39), (39, 1), (2, 49), (2, 46), (56, 49), (42, 49), (49, 53), (56, 35), (46, 56), (42, 18), (46, 42), (46, 6), (46, 53), (53, 5), (58, 26), (51, 34), (11, 34), (35, 51), (35, 11), (27, 67), (62, 50), (33, 23), (36, 33), (70, 62), (70, 61)]","[[[1, 28], [28, 27]], [[1, 16], [16, 19]], [[1, 16], [16, 17]], [[1, 10], [10, 9]], [[2, 15], [1, 2]], [[45, 17], [3, 45]], [[39, 3], [3, 45]], [[34, 3], [3, 45]], [[3, 45], [7, 3]], [[39, 3], [35, 39]], [[39, 3], [3, 16]], [[39, 3], [3, 4]], [[34, 3], [36, 34]], [[34, 3], [35, 34]], [[34, 3], [11, 34]], [[34, 3], [3, 16]], [[34, 3], [3, 4]], [[16, 19], [3, 16]], [[3, 16], [16, 17]], [[7, 3], [3, 16]], [[6, 7], [7, 3]], [[7, 3], [3, 4]], [[5, 4], [53, 5]], [[5, 4], [12, 5]], [[5, 45], [53, 5]], [[5, 26], [53, 5]], [[53, 5], [5, 10]], [[5, 45], [45, 17]], [[12, 5], [5, 45]], [[5, 26], [26, 27]], [[12, 5], [5, 26]], [[12, 5], [11, 12]], [[12, 5], [5, 10]], [[5, 10], [10, 9]], [[6, 36], [36, 34]], [[17, 55], [16, 17]], [[17, 18], [16, 17]], [[45, 17], [17, 55]], [[45, 17], [17, 18]], [[37, 38], [38, 23]], [[61, 54], [54, 24]], [[33, 44], [32, 33]], [[44, 46], [33, 44]], [[54, 59], [61, 54]], [[54, 59], [59, 60]]]"
2,"{1: [0], 2: [0]}",24,"[(10, 9), (53, 54), (56, 55), (40, 41), (40, 39), (41, 39), (2, 1), (46, 49), (24, 26), (24, 25), (35, 34), (15, 14), (59, 60), (21, 18), (20, 18), (19, 18), (20, 21), (19, 21), (20, 19), (26, 25), (64, 65), (36, 38), (36, 37), (37, 38)]","[[[1, 16], [3, 16]], [[5, 10], [1, 10]], [[5, 45], [3, 45]], [[39, 3], [34, 3]], [[39, 3], [7, 3]], [[34, 3], [7, 3]], [[5, 4], [3, 4]], [[12, 5], [53, 5]], [[11, 34], [36, 34]], [[11, 34], [35, 34]], [[45, 17], [16, 17]], [[22, 21], [20, 21]], [[22, 57], [58, 57]], [[30, 27], [26, 27]], [[29, 27], [26, 27]], [[28, 27], [26, 27]], [[29, 27], [30, 27]], [[28, 27], [30, 27]], [[29, 27], [28, 27]], [[36, 34], [35, 34]], [[35, 62], [63, 62]], [[44, 46], [48, 46]], [[44, 46], [47, 46]], [[47, 46], [48, 46]]]"
3,"{1: [0], 2: [0, 1]}",1,"[(51, 52, 11)]","[[[17, 55], [18, 55], [17, 18]]]"
