,Motif,Number of appearances in network,Edges indices,Location of appearances in network
0,"{0: [1, 2]}",30,"[(48, 49), (46, 49), (47, 49), (45, 49), (0, 1), (50, 51), (25, 27), (25, 26), (46, 48), (47, 48), (14, 15), (12, 15), (46, 47), (42, 44), (43, 44), (45, 47), (29, 33), (29, 31), (29, 32), (26, 27), (21, 27), (33, 34), (31, 33), (32, 33), (41, 43), (12, 14), (21, 26), (42, 43), (8, 9), (18, 20)]","[[[14, 36], [14, 32]], [[14, 36], [14, 16]], [[14, 36], [14, 18]], [[14, 36], [14, 15]], [[1, 9], [1, 2]], [[15, 16], [15, 32]], [[8, 18], [8, 28]], [[8, 18], [8, 19]], [[14, 32], [14, 16]], [[14, 32], [14, 18]], [[6, 28], [6, 17]], [[6, 28], [6, 7]], [[14, 16], [14, 18]], [[13, 32], [13, 16]], [[13, 32], [13, 18]], [[14, 18], [14, 15]], [[10, 11], [10, 17]], [[10, 11], [10, 13]], [[10, 11], [10, 14]], [[8, 28], [8, 19]], [[8, 28], [8, 10]], [[10, 17], [10, 18]], [[10, 17], [10, 13]], [[10, 17], [10, 14]], [[13, 15], [13, 18]], [[6, 17], [6, 7]], [[8, 19], [8, 10]], [[13, 16], [13, 18]], [[5, 9], [5, 6]], [[7, 16], [7, 44]]]"
1,"{0: [1], 1: [2]}",32,"[(3, 5), (0, 3), (6, 10), (38, 49), (40, 49), (32, 49), (1, 28), (37, 44), (35, 37), (37, 41), (37, 42), (38, 48), (32, 48), (8, 15), (38, 46), (32, 46), (31, 44), (35, 38), (29, 35), (38, 45), (21, 29), (21, 33), (31, 41), (12, 18), (8, 12), (12, 20), (31, 42), (21, 31), (21, 32), (6, 9), (32, 45), (6, 8)]","[[[2, 3], [3, 49]], [[2, 3], [1, 2]], [[5, 17], [4, 5]], [[14, 36], [12, 14]], [[14, 36], [13, 14]], [[14, 36], [10, 14]], [[1, 9], [9, 17]], [[12, 13], [13, 32]], [[12, 13], [11, 12]], [[12, 13], [13, 15]], [[12, 13], [13, 16]], [[14, 32], [12, 14]], [[14, 32], [10, 14]], [[6, 28], [5, 6]], [[14, 16], [12, 14]], [[14, 16], [10, 14]], [[13, 32], [10, 13]], [[11, 12], [12, 14]], [[11, 12], [10, 11]], [[12, 14], [14, 15]], [[10, 11], [8, 10]], [[10, 17], [8, 10]], [[13, 15], [10, 13]], [[6, 7], [7, 16]], [[6, 7], [5, 6]], [[6, 7], [7, 44]], [[13, 16], [10, 13]], [[8, 10], [10, 13]], [[8, 10], [10, 14]], [[5, 9], [4, 5]], [[14, 15], [10, 14]], [[5, 6], [4, 5]]]"
2,"{0: [1], 2: [1]}",18,"[(10, 33), (25, 36), (36, 47), (36, 43), (1, 9), (18, 50), (31, 37), (28, 33), (14, 28), (25, 47), (25, 39), (25, 43), (15, 27), (18, 46), (34, 39), (32, 38), (14, 33), (18, 42)]","[[[5, 17], [10, 17]], [[11, 18], [8, 18]], [[11, 18], [14, 18]], [[11, 18], [13, 18]], [[1, 9], [5, 9]], [[15, 16], [7, 16]], [[12, 13], [10, 13]], [[9, 17], [10, 17]], [[9, 17], [6, 17]], [[8, 18], [14, 18]], [[8, 18], [12, 18]], [[8, 18], [13, 18]], [[6, 28], [8, 28]], [[14, 16], [7, 16]], [[12, 18], [10, 18]], [[12, 14], [10, 14]], [[10, 17], [6, 17]], [[13, 16], [7, 16]]]"
4,"{0: [1, 2], 1: [2]}",19,"[(9, 10, 28), (8, 10, 14), (35, 36, 39), (29, 34, 36), (45, 46, 50), (41, 42, 50), (37, 39, 43), (37, 38, 40), (21, 25, 34), (45, 48, 51), (40, 44, 48), (41, 44, 51), (40, 42, 46), (38, 39, 47), (32, 34, 47), (40, 43, 47), (40, 41, 45), (31, 34, 43), (31, 32, 40)]","[[[5, 17], [5, 9], [9, 17]], [[5, 17], [5, 6], [6, 17]], [[11, 18], [11, 12], [12, 18]], [[11, 18], [10, 11], [10, 18]], [[15, 16], [14, 16], [14, 15]], [[15, 16], [13, 15], [13, 16]], [[12, 13], [12, 18], [13, 18]], [[12, 13], [12, 14], [13, 14]], [[8, 18], [8, 10], [10, 18]], [[14, 32], [14, 15], [15, 32]], [[14, 32], [13, 32], [13, 14]], [[15, 32], [13, 32], [13, 15]], [[14, 16], [13, 14], [13, 16]], [[14, 18], [12, 18], [12, 14]], [[14, 18], [10, 18], [10, 14]], [[14, 18], [13, 14], [13, 18]], [[13, 15], [13, 14], [14, 15]], [[10, 18], [10, 13], [13, 18]], [[13, 14], [10, 13], [10, 14]]]"
