,Motif,Number of appearances in network,Edges indices,Location of appearances in network
0,"{0: [1, 2], 'Matched': True}",1,"[(54, 58)]","[[[16, 17], [16, 37]]]"
1,"{0: [1], 1: [2], 'Matched': True}",1,"[(64, 65)]","[[[22, 27], [21, 22]]]"
2,"{0: [1], 2: [1], 'Matched': True}",2,"[(53, 58), (33, 54)]","[[[15, 37], [16, 37]], [[10, 17], [16, 17]]]"
