,Motif,Number of appearances in network,Edges indices,Location of appearances in network
0,"{0: [1, 2]}",32,"[(8, 9), (18, 20), (18, 19), (24, 26), (21, 24), (24, 25), (23, 24), (24, 27), (29, 31), (29, 32), (29, 33), (14, 15), (15, 16), (31, 34), (32, 34), (33, 34), (21, 26), (25, 26), (23, 26), (26, 27), (21, 27), (23, 25), (25, 27), (37, 38), (10, 11), (9, 11), (14, 16), (31, 32), (31, 33), (32, 33), (19, 20), (23, 27)]","[[[5, 6], [5, 9]], [[7, 16], [7, 44]], [[7, 16], [7, 28]], [[8, 16], [8, 19]], [[8, 16], [8, 10]], [[8, 16], [8, 18]], [[8, 16], [8, 14]], [[8, 16], [8, 28]], [[10, 11], [10, 13]], [[10, 11], [10, 14]], [[10, 11], [10, 17]], [[6, 28], [6, 17]], [[6, 28], [6, 42]], [[10, 18], [10, 13]], [[10, 18], [10, 14]], [[10, 18], [10, 17]], [[8, 19], [8, 10]], [[8, 19], [8, 18]], [[8, 19], [8, 14]], [[8, 19], [8, 28]], [[8, 10], [8, 28]], [[8, 18], [8, 14]], [[8, 18], [8, 28]], [[12, 14], [12, 13]], [[5, 42], [5, 17]], [[5, 42], [5, 9]], [[6, 17], [6, 42]], [[10, 13], [10, 14]], [[10, 13], [10, 17]], [[10, 14], [10, 17]], [[7, 44], [7, 28]], [[8, 14], [8, 28]]]"
1,"{0: [1], 1: [2]}",10,"[(8, 15), (6, 8), (1, 28), (21, 29), (4, 28), (21, 31), (21, 33), (6, 11), (6, 10), (6, 9)]","[[[5, 6], [6, 28]], [[5, 6], [4, 5]], [[1, 9], [9, 17]], [[10, 11], [8, 10]], [[9, 17], [2, 9]], [[8, 10], [10, 13]], [[8, 10], [10, 17]], [[5, 42], [4, 5]], [[5, 17], [4, 5]], [[4, 5], [5, 9]]]"
2,"{0: [1], 2: [1]}",14,"[(18, 24), (25, 36), (1, 9), (14, 28), (28, 33), (15, 27), (15, 19), (32, 38), (23, 38), (10, 33), (14, 33), (4, 9), (31, 37), (19, 27)]","[[[7, 16], [8, 16]], [[11, 18], [8, 18]], [[1, 9], [5, 9]], [[9, 17], [6, 17]], [[9, 17], [10, 17]], [[6, 28], [8, 28]], [[6, 28], [7, 28]], [[12, 14], [10, 14]], [[12, 14], [8, 14]], [[5, 17], [10, 17]], [[6, 17], [10, 17]], [[2, 9], [5, 9]], [[10, 13], [12, 13]], [[8, 28], [7, 28]]]"
4,"{0: [1, 2], 1: [2]}",7,"[(8, 11, 16), (8, 10, 14), (29, 34, 36), (0, 1, 4), (9, 10, 28), (21, 25, 34), (21, 23, 32)]","[[[5, 6], [5, 42], [6, 42]], [[5, 6], [5, 17], [6, 17]], [[11, 18], [10, 11], [10, 18]], [[1, 9], [1, 2], [2, 9]], [[9, 17], [5, 17], [5, 9]], [[10, 18], [8, 10], [8, 18]], [[8, 10], [8, 14], [10, 14]]]"
