10	12	2
16	33	2
8	16	2
6	7	1
8	11	2
12	14	2
14	18	2
7	44	2
11	18	2
14	36	2
8	14	2
10	11	1
13	18	2
8	18	2
5	17	2
10	13	2
16	17	2
12	18	2
12	13	2
8	28	2
13	14	2
16	32	2
10	17	2
1	9	2
7	28	2
2	3	1
7	8	2
15	16	2
14	15	1
8	19	2
13	15	2
1	17	2
8	10	2
13	32	2
5	42	1
1	2	1
7	16	2
4	5	2
6	42	2
3	49	2
15	37	2
4	42	2
9	17	2
10	14	2
11	12	2
5	6	2
16	18	2
2	9	2
6	8	2
15	32	2
