13	14	2
6	7	1
14	18	2
8	16	2
11	18	2
4	5	2
7	16	2
2	3	1
8	19	2
15	37	2
3	49	2
10	14	2
16	32	2
13	15	2
1	9	2
5	17	2
14	32	1
13	32	2
10	18	2
6	17	2
13	18	2
10	17	2
10	13	2
11	12	2
15	16	2
8	11	2
8	18	2
7	44	2
14	36	2
7	28	2
16	17	2
4	42	2
12	13	2
14	15	1
12	14	2
8	10	2
9	17	2
13	16	2
6	28	2
1	2	1
5	42	1
10	11	1
12	18	2
16	33	2
8	14	2
14	16	2
15	36	2
5	9	2
15	32	2
16	18	2
