,Motif,Number of appearances in network,Edges indices,Location of appearances in network
0,"{1: [0], 2: [1]}",81,"[(80, 64), (80, 57), (80, 32), (80, 83), (80, 29), (80, 63), (80, 43), (54, 80), (80, 0), (43, 18), (54, 5), (55, 79), (35, 55), (9, 68), (34, 9), (31, 76), (2, 31), (78, 21), (2, 78), (49, 2), (48, 2), (47, 2), (46, 2), (49, 56), (74, 49), (49, 42), (53, 49), (48, 56), (48, 74), (48, 42), (53, 48), (56, 79), (56, 35), (47, 56), (46, 56), (47, 22), (47, 74), (47, 42), (53, 47), (74, 20), (46, 74), (42, 18), (46, 42), (46, 53), (53, 5), (12, 52), (13, 68), (51, 34), (34, 11), (35, 51), (35, 11), (13, 52), (79, 21), (33, 23), (36, 33), (71, 62), (57, 69), (0, 8), (8, 12), (55, 40), (55, 41), (39, 55), (28, 40), (9, 40), (41, 26), (9, 41), (39, 9), (39, 3), (58, 26), (64, 82), (28, 82), (13, 69), (16, 67), (67, 27), (50, 62), (50, 17), (45, 81), (81, 44), (81, 27), (70, 62), (70, 61)]","[[[62, 1], [35, 62]], [[62, 1], [1, 56]], [[62, 1], [1, 43]], [[62, 1], [1, 41]], [[62, 1], [1, 40]], [[62, 1], [1, 28]], [[62, 1], [1, 26]], [[1, 10], [62, 1]], [[62, 1], [1, 2]], [[1, 26], [26, 27]], [[1, 10], [10, 9]], [[3, 45], [45, 30]], [[45, 17], [3, 45]], [[3, 16], [16, 19]], [[16, 17], [3, 16]], [[4, 42], [42, 66]], [[5, 4], [4, 42]], [[4, 30], [30, 27]], [[5, 4], [4, 30]], [[53, 5], [5, 4]], [[52, 5], [5, 4]], [[31, 5], [5, 4]], [[12, 5], [5, 4]], [[53, 5], [5, 45]], [[5, 29], [53, 5]], [[53, 5], [5, 26]], [[5, 10], [53, 5]], [[52, 5], [5, 45]], [[52, 5], [5, 29]], [[52, 5], [5, 26]], [[5, 10], [52, 5]], [[5, 45], [45, 30]], [[5, 45], [45, 17]], [[31, 5], [5, 45]], [[12, 5], [5, 45]], [[31, 5], [11, 31]], [[31, 5], [5, 29]], [[31, 5], [5, 26]], [[5, 10], [31, 5]], [[5, 29], [29, 27]], [[12, 5], [5, 29]], [[5, 26], [26, 27]], [[12, 5], [5, 26]], [[12, 5], [5, 10]], [[5, 10], [10, 9]], [[15, 18], [18, 55]], [[19, 18], [16, 19]], [[17, 55], [16, 17]], [[16, 17], [17, 18]], [[45, 17], [17, 55]], [[45, 17], [17, 18]], [[19, 18], [18, 55]], [[45, 30], [30, 27]], [[33, 44], [32, 33]], [[44, 46], [33, 44]], [[65, 61], [61, 54]], [[1, 56], [56, 19]], [[1, 2], [2, 15]], [[2, 15], [15, 18]], [[3, 45], [39, 3]], [[3, 45], [34, 3]], [[7, 3], [3, 45]], [[35, 39], [39, 3]], [[3, 16], [39, 3]], [[34, 3], [36, 34]], [[3, 16], [34, 3]], [[7, 3], [3, 16]], [[7, 3], [6, 7]], [[6, 36], [36, 34]], [[35, 62], [6, 35]], [[35, 39], [6, 35]], [[19, 18], [56, 19]], [[23, 21], [38, 23]], [[38, 23], [37, 38]], [[54, 24], [61, 54]], [[54, 24], [24, 25]], [[51, 50], [50, 37]], [[50, 37], [49, 50]], [[50, 37], [37, 38]], [[54, 59], [61, 54]], [[54, 59], [59, 60]]]"
1,"{2: [0, 1]}",51,"[(57, 32), (57, 83), (57, 29), (63, 57), (43, 57), (54, 57), (0, 57), (83, 32), (32, 29), (63, 32), (43, 32), (54, 32), (0, 32), (83, 29), (63, 83), (43, 83), (54, 83), (0, 83), (63, 29), (43, 29), (54, 29), (0, 29), (63, 43), (54, 63), (63, 0), (54, 43), (43, 0), (54, 0), (55, 9), (78, 31), (56, 2), (74, 2), (42, 2), (53, 2), (74, 56), (42, 56), (53, 56), (74, 42), (53, 74), (53, 42), (34, 68), (35, 79), (59, 15), (66, 58), (66, 82), (66, 3), (58, 82), (58, 3), (82, 3), (70, 50), (28, 64)]","[[[1, 56], [1, 43]], [[1, 56], [1, 41]], [[1, 56], [1, 40]], [[1, 28], [1, 56]], [[1, 26], [1, 56]], [[1, 10], [1, 56]], [[1, 2], [1, 56]], [[1, 41], [1, 43]], [[1, 43], [1, 40]], [[1, 28], [1, 43]], [[1, 26], [1, 43]], [[1, 10], [1, 43]], [[1, 2], [1, 43]], [[1, 41], [1, 40]], [[1, 28], [1, 41]], [[1, 26], [1, 41]], [[1, 10], [1, 41]], [[1, 2], [1, 41]], [[1, 28], [1, 40]], [[1, 26], [1, 40]], [[1, 10], [1, 40]], [[1, 2], [1, 40]], [[1, 28], [1, 26]], [[1, 10], [1, 28]], [[1, 28], [1, 2]], [[1, 10], [1, 26]], [[1, 26], [1, 2]], [[1, 10], [1, 2]], [[3, 45], [3, 16]], [[4, 30], [4, 42]], [[5, 45], [5, 4]], [[5, 29], [5, 4]], [[5, 26], [5, 4]], [[5, 10], [5, 4]], [[5, 29], [5, 45]], [[5, 26], [5, 45]], [[5, 10], [5, 45]], [[5, 29], [5, 26]], [[5, 10], [5, 29]], [[5, 10], [5, 26]], [[16, 17], [16, 19]], [[45, 17], [45, 30]], [[22, 57], [22, 21]], [[6, 64], [6, 36]], [[6, 64], [6, 35]], [[6, 64], [6, 7]], [[6, 36], [6, 35]], [[6, 36], [6, 7]], [[6, 35], [6, 7]], [[54, 59], [54, 24]], [[35, 39], [35, 62]]]"
2,"{1: [0], 2: [0]}",29,"[(42, 43), (53, 54), (56, 55), (79, 78), (48, 49), (47, 49), (46, 49), (48, 47), (46, 48), (46, 47), (4, 5), (12, 13), (11, 12), (35, 34), (11, 13), (14, 16), (15, 14), (15, 16), (18, 21), (18, 20), (20, 21), (36, 38), (36, 37), (38, 37), (41, 40), (39, 40), (39, 41), (68, 69), (45, 44)]","[[[5, 26], [1, 26]], [[5, 10], [1, 10]], [[5, 45], [3, 45]], [[45, 30], [4, 30]], [[52, 5], [53, 5]], [[31, 5], [53, 5]], [[12, 5], [53, 5]], [[52, 5], [31, 5]], [[12, 5], [52, 5]], [[12, 5], [31, 5]], [[8, 9], [10, 9]], [[15, 18], [19, 18]], [[17, 18], [15, 18]], [[45, 17], [16, 17]], [[17, 18], [19, 18]], [[20, 21], [23, 21]], [[22, 21], [20, 21]], [[22, 21], [23, 21]], [[26, 27], [30, 27]], [[26, 27], [29, 27]], [[29, 27], [30, 27]], [[44, 46], [48, 46]], [[44, 46], [47, 46]], [[48, 46], [47, 46]], [[34, 3], [39, 3]], [[7, 3], [39, 3]], [[7, 3], [34, 3]], [[16, 19], [56, 19]], [[51, 50], [49, 50]]]"
3,"{1: [0], 2: [0, 1]}",1,"[(51, 11, 52)]","[[[17, 55], [17, 18], [18, 55]]]"
