,Gene A,Gene B,Activation/Repression,delta
0,1,2,1,0
1,3,2,2,0
2,1,4,1,0
3,5,4,1,0
4,6,4,1,0
5,7,4,1,0
6,2,4,1,0
7,7,1,1,0
8,8,9,1,0
9,4,9,1,0
10,6,9,1,0
11,10,9,1,0
12,11,9,1,0
13,12,9,1,0
14,2,9,1,0
15,9,11,1,0
16,1,11,2,0
17,10,11,2,0
18,6,11,2,0
19,6,5,1,0
20,2,5,2,0
21,13,5,1,0
22,1,8,2,0
23,3,8,1,0
24,1,13,1,0
25,7,13,1,0
26,1,10,1,0
27,3,10,2,0
28,2,10,1,0
29,14,7,1,0
30,15,3,1,0
31,9,12,1,0
32,11,12,1,0
33,2,12,1,0
34,13,6,1,0
